lead_id,original_message,service_type,issue_summary,urgency,customer_intent,timing_need,missing_info,lead_quality,priority_score,priority_level,routing_decision,routing_reason
L0364,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0380,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0414,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0430,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0464,Need a ceiling fan installed in the bedroom. Flexible timing.,Electrical,Need a ceiling fan installed in the bedroom. Flexible timing.,Low,Unclear,Flexible,None,Low,41,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0480,Following up on invoice from last visit. I have a warranty question about the electrical panel work.,Electrical,Following up on invoice from last visit. I have a warranty question about the electrical pan...,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,41,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0026,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0046,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0076,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0096,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0126,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0146,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0176,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0196,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0226,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0246,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0276,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0296,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0326,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0346,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0376,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0396,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0426,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0446,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0476,Looking for recurring office cleaning every Friday evening. Please send pricing.,Cleaning,Looking for recurring office cleaning every Friday evening. Please send pricing.,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0496,Would like pricing for gutter cleaning. Do you handle that?,Cleaning,Would like pricing for gutter cleaning. Do you handle that?,Medium,Request quote,Not specified,preferred timing,Needs follow-up,40,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0032,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0045,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0082,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0095,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0132,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0145,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0182,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0195,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0232,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0245,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0282,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0295,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0332,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0345,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0382,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0395,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0432,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0445,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0482,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Cleaning,"I need a cleaner for carpets in two rooms. No rush, just looking for availability.",Low,Unclear,Flexible,None,Low,37,Medium,Nurture,"Lead is in scope but low urgency, so it can be kept warm without immediate scheduling."
L0495,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Cleaning,Existing customer follow-up. The cleaner missed the upstairs bathroom during the last visit.,Medium,Existing customer follow-up,Not specified,preferred timing,Needs follow-up,37,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0042,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0092,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0142,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0192,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0242,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0292,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0342,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0392,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0442,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0492,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Cleaning,We need janitorial cleaning for a small medical office. Looking for a monthly service plan.,Medium,Request maintenance,Not specified,preferred timing,Needs follow-up,35,Medium,Ask follow-up question,"Lead is missing preferred timing, so more detail is needed before dispatch or booking."
L0008,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0016,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0023,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0033,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0043,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0049,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0058,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0066,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0073,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0083,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0093,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0099,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0108,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0116,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0123,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0133,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0143,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0149,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0158,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0166,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0173,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0183,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0193,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0199,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0208,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0216,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0223,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0233,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0243,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0249,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0258,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0266,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0273,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0283,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0293,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0299,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0308,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0316,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0323,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0333,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0343,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0349,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0358,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0366,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0373,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0383,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance this week.,Unknown,Can someone inspect our sump pump? It runs constantly during storms and I want maintenance t...,Medium,Request maintenance,This week,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0393,Need help,Unknown,Need help,Medium,Request service,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0399,Can you quote a whole-home generator installation? Flexible on timing.,Unknown,Can you quote a whole-home generator installation? Flexible on timing.,Low,Request quote,Flexible,service type,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type, so more detail is needed before dispatch or booking."
L0408,Hi,Unknown,Hi,Medium,Unclear,Not specified,service type; preferred timing; issue details,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing; issue details, so more detail is needed before dispatch or booking."
L0416,I need service but not sure what kind. Something is making noise.,Unknown,I need service but not sure what kind. Something is making noise.,Medium,Unclear,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
L0423,Do you offer monthly maintenance plans for small office buildings?,Unknown,Do you offer monthly maintenance plans for small office buildings?,Medium,Request maintenance,Not specified,service type; preferred timing,Needs follow-up,10,Low,Ask follow-up question,"Lead is missing service type; preferred timing, so more detail is needed before dispatch or booking."
